诗人,作品,问题,答案
陈陶,陇西行四首·其二,诗的后两句 “可怜无定河边骨，犹是春闺梦里人” 被明代王世贞称赞 “用意工妙”，其 “工妙” 之处体现在哪里？,这两句的 “工妙” 核心在于虚实相对、反差强烈的艺术构思：一是虚实对照，“无定河边骨” 是残酷的现实实景，“春闺梦里人” 是妻子期盼的虚幻梦境，一边是悲哀凄凉的枯骨，一边是年轻英俊的战士，虚实交织宛若电影蒙太奇，形成强烈的艺术张力；二是情感反差，妻子不知丈夫已战死，仍满怀热切希望在梦中相见，这种 “不知情的期盼” 比已知死讯的悲伤更显深沉凄惨，构成真正的悲剧，具有震撼心灵的力量；三是意蕴深远，“可怜”“犹是” 二词凝聚着诗人对战死者及其家人的无限同情，既道尽战争的残酷，又不直白渲染悲伤，含蓄蕴藉，余味悠长。
陈陶,陇西行四首·其二,这首诗是如何做到 “情蕴理中、思与境偕” 的？,全诗将情感、思想与意境完美融合：前两句叙写将士奋勇战死的壮烈之境，暗含对战士爱国精神的赞颂；后两句切换到 “枯骨” 与 “梦人” 的对比之境，将对战争的控诉、对亲人的同情蕴含其中。诗人没有直接议论战争的危害，而是通过具体的场景与画面，让情感自然流露，思想蕴含在情景之中，做到了情与理、思与境的和谐统一。
陈陶,陇西行四首·其二,明代杨慎在《升庵诗话》中对这首诗有怎样的评价？该评价的依据是什么？,杨慎称赞这首诗 “一变而妙，真夺胎换骨矣”，依据是此诗化用了汉代贾捐之《议罢珠崖疏》中 “老母、寡妻饮泣巷哭，遥设虚祭，想魂乎万里之外” 的文意。贾文着力渲染家人已知征人战死、遥祭追魂的悲哀，而陈陶诗中少妇毫不知晓丈夫已死，仍在梦中盼归，这种 “不知情的期盼” 让诗意更深挚、情景更凄惨，比直接描写悲伤更具感染力，因此被赞为 “夺胎换骨”。
陈陶,陇西行四首·其二,这首诗的前两句与后两句在情感表达上有什么关系？,前两句以激昂的笔调写将士奋勇杀敌、壮烈牺牲，情感慷慨悲壮；后两句笔锋一转，以凄楚的笔调写妻子的虚幻期盼，情感沉郁悲凉。前两句的 “壮” 与后两句的 “悲” 形成强烈反差，前两句的壮烈牺牲是后两句悲剧的根源，后两句的悲惨境遇又反衬出战争的无意义，二者相辅相成，让诗歌的情感层次更丰富，对战争的控诉也更具力度。
陈陶,陇西行四首·其二,这首诗作为晚唐边塞诗，与盛唐边塞诗相比有什么不同的情感基调？,盛唐边塞诗多充满昂扬向上的时代精神，常歌颂将士建功立业的豪情，基调雄浑豪迈、慷慨激昂；而这首晚唐的《陇西行》，基调沉郁凄楚，不再聚焦于将士的英雄气概，而是转向对战争灾难的沉痛控诉，对伤亡将士及其家人的深切同情，充满反战思想，反映了晚唐国事式微、战乱频仍背景下，人们对战争的厌倦与对和平的渴望。
陈陶,陇西行四首·其二,这首诗的语言风格有什么突出特点？,全诗语言凝练含蓄、沉郁悲凉，没有华丽辞藻的堆砌，却以极简的笔墨勾勒出震撼人心的画面。前两句刚健有力，后两句委婉凄楚，语言节奏与情感变化完美契合；“誓扫”“不顾”“可怜”“犹是” 等词语的运用精准传神，既凸显了情感的起伏，又让意蕴更显深沉，做到了言简意丰、耐人寻味。
陈陶,陇西行四首·其二,这首诗为什么能产生 “吟来潸然泪下” 的艺术效果？,这首诗之所以极具感染力，核心在于三点：一是悲剧场景的真实可感，“无定河边骨” 直接勾勒出战争的残酷，让读者直观感受到生命的逝去；二是情感的深度共鸣，“春闺梦里人” 触及了亲人相思的普遍情感，不知情的期盼更易引发读者对战争拆散家庭的同情；三是艺术手法的精妙，虚实对照、借代等手法让情感表达更含蓄深沉，不直白煽情却更能触动人心，因此吟来令人潸然泪下。
李白,从军行二首·其二,《从军行二首?其二》中，开篇以精炼笔墨概括将士身经百战、征战环境极端严酷的句子是：__________,百战沙场碎铁衣
李白,从军行二首·其二,诗中写唐军被困、城池南面被敌军层层包围，渲染战事危急、局势凶险氛围的句子是：__________,城南已合数重围
李白,从军行二首·其二,诗中前两句交代作战背景，以 “百战碎衣” 显征战之苦，以 “数重合围” 显局势之危，为后文突围壮举做铺垫的核心句子是：__________,百战沙场碎铁衣，城南已合数重围
李白,从军行二首·其二,诗中以精彩动作描写，写将士奋勇突进敌营、射杀敌军大将的英勇场面的句子是：__________,突营射杀呼延将
李白,从军行二首·其二,诗中以豪迈笔调，写将士独自率领千骑残兵杀开重围、凯旋而归，尽显英雄气概的千古名句是：__________,独领残兵千骑归
李白,从军行二首·其二,诗中后两句完整展现唐军被困突围的英勇事迹，刻画英雄凛然可敬形象的核心句子是：__________,突营射杀呼延将，独领残兵千骑归
李白,从军行二首·其二,诗中以 “碎铁衣” 的细节，侧面烘托将士征战之久、斗争之酷的句子是：__________,百战沙场碎铁衣
李白,从军行二首·其二,诗中以 “独领” 一词凸显将士非凡胆识与领导力，彰显英雄孤胆豪情的句子是：__________,独领残兵千骑归
李白,从军行二首·其二,《从军行二首?其二》的作者和所属朝代是什么？作者在诗坛有哪些公认的称号与地位？,作者是唐代伟大的浪漫主义诗人李白，字太白，号青莲居士，被后人誉为 “诗仙”，与杜甫并称为 “李杜”（为区别 “小李杜”，又称 “大李杜”）。
李白,从军行二首·其二,这首诗的创作背景是什么？,这首诗作于盛唐时期，当时国力强盛，君主锐意进取、卫边拓土，伟大的时代精神感染了诗人，李白以沉雄悲壮的豪情，谱写了这首雄浑磅礴的边塞诗篇，歌颂边关健儿的爱国精神，也暗含自身报效国家、建功立业的愿望。
李白,从军行二首·其二,诗题中的 “从军行” 在唐代有什么含义？,唐代以 “从军行” 为诗题，已基本失去汉魏乐府中 “专写军旅苦辛” 的古义，也无法合乐歌唱，主要用于标明诗歌题材属 “边塞” 一类。
李白,从军行二首·其二,从体裁和题材来看，这首诗分别属于什么类型的作品？,从体裁来看，这是一首七言绝句；从题材来看，这是一首用乐府古题写的边塞诗，是盛唐边塞诗的经典代表作。
李白,从军行二首·其二,诗中的 “沙场”“呼延将” 分别指什么？,“沙场” 指沙漠之地，是唐人对边塞战场的称呼；“呼延” 是匈奴四姓贵族之一，诗中代指敌军的大将。
李白,从军行二首·其二,这首诗的核心主旨是什么？,这首诗以疏简传神的笔墨，叙写了唐军被困后奋勇突围的英勇事迹，热情洋溢地歌颂了边关健儿浴血奋战、保家卫国的爱国主义精神，同时也从侧面反映出诗人李白自身欲报效国家、建功立业的愿望。
李白,从军行二首·其二,“百战沙场碎铁衣” 一句中，“碎” 字有什么妙处？,“碎” 字用得绝妙，堪称诗眼。既指将士身上的铠甲因长期征战、气候恶劣、斗争严酷而支离破碎，直观展现出征战环境的极端艰苦；又从侧面烘托出将士身经百战、作战经验丰富，以及长期戍边的坚韧意志，一个 “碎” 字浓缩了无数次战斗的惨烈与将士的艰辛，言简意丰，极具画面感。
李白,从军行二首·其二,诗的前两句 “百战沙场碎铁衣，城南已合数重围” 在全诗中有什么作用？,这两句是全诗的铺垫，作用有两点：一是交代作战背景，“百战沙场碎铁衣” 写将士征战之久、环境之苦，“城南已合数重围” 写唐军被困、局势之危，一 “苦” 一 “危”，层层渲染出险象环生的作战态势；二是为后文的突围壮举蓄势，极端艰苦的环境与危急的局势，更能反衬出将士们突围时的英勇无畏，让英雄形象更显突出，也让诗歌的情节更具张力。
李白,从军行二首·其二,诗的后两句 “突营射杀呼延将，独领残兵千骑归” 是如何塑造英雄形象的？,这两句通过精准的动作描写与场面刻画，塑造出鲜明的英雄形象：“突营”“射杀” 两个动作，干脆利落、迅猛有力，凸显出将士的英勇果敢与高超武艺；“独领”“千骑归” 则展现了将士非凡的胆识、卓越的领导力与孤胆豪情 —— 即便身处重围、兵力残破，仍能杀开一条血路，率领残兵凯旋。诗句没有直接赞美，却通过具体事迹，让血泊中拼杀出来的英雄形象凛然可敬，极具感染力。
李白,从军行二首·其二,这首诗的语言风格有什么突出特点？,全诗语言辞健气壮、慷慨激昂，疏简传神却极具力量。没有华丽雕琢的辞藻，以极简练的笔墨勾勒出紧张的作战场景与鲜明的英雄形象；节奏明快，气势磅礴，充满悲壮崇高之美，完美契合盛唐边塞诗雄浑豪迈的风格特点，也尽显李白浪漫主义诗歌的雄浑笔力。
李白,从军行二首·其二,这首诗作为盛唐边塞诗，体现了盛唐诗歌的哪些典型特质？,这首诗集中体现了盛唐诗歌的核心特质：一是气势磅礴，极富悲壮崇高之美，从被困重围到奋勇突围，情节跌宕起伏，充满阳刚之气；二是情感昂扬向上，歌颂保家卫国的爱国精神与英雄气概，契合盛唐时期锐意进取、昂扬奋发的时代精神；三是笔力雄健，语言凝练传神，以少胜多，用简短的诗句展现出丰富的内容与强烈的情感，尽显盛唐诗歌的雄浑风骨。
李白,从军行二首·其二,这首诗在叙事上有什么突出特点？,这首诗的叙事特点鲜明：一是不直述战事的完整进展，而是选取 “被困” 与 “突围” 两个关键节点，聚焦核心冲突，让情节更集中、更具冲击力；二是将读者直接置身于险象环生的局势中，通过环境渲染与动作描写，让读者直观感受战事的紧迫与英雄的英勇，代入感极强；三是叙事简洁明快，前后两句形成 “危” 与 “勇” 的强烈对比，张弛有度，既交代了背景，又凸显了主题，短短二十八个字，故事性与感染力兼具。
李白,从军行二首·其二,这首诗与李白其他边塞诗相比，有什么共性与个性？,共性：都充满雄浑豪迈的气势，歌颂爱国精神与英雄气概，契合盛唐的时代精神，语言雄健有力，尽显李白浪漫主义的创作风格；个性：这首诗更侧重叙事与场面刻画，以疏简的笔墨聚焦 “被困突围” 这一具体战事，通过动作描写塑造英雄形象，情节紧凑、画面感强；而李白部分边塞诗（如《关山月》）更侧重抒情与意境营造，情感表达更细腻深沉，涵盖征人与思妇的双向相思，主题更具多元性。
曹松,己亥岁二首·僖宗广明元年,《己亥岁二首?僖宗广明元年》其一，开篇以委婉曲折的笔法，写江南河山都被战云笼罩，点明战乱蔓延范围的句子是：__________,泽国江山入战图
曹松,己亥岁二首·僖宗广明元年,《己亥岁二首?僖宗广明元年》其一，写百姓连打柴割草的基本生计都无法实现，以 “乐” 字反衬乱世之苦的句子是：__________,生民何计乐樵苏
